Stundenplan  SoSe 2013 Vers 1.0.6 vom  14.03.2013
Semestergruppe  A-M


11
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-TMB U,Jbk,MP-F232,Do,12:15,13:45
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-KON2 A,Roer,MP-F310,Do,15:45,17:15
BMT2-EL,LHN,1281,Do,8:10,11:25
BMT2-GE2,GNZ,0665,Mo,12:10,15:40
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30

14
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-KON2 A,Roer,MP-F310,Do,17:30,19:00
BMT2-MA2/MƒU2,LND,1265,Mi,8:10,11:25
BMT2-KON2 sU,Roer,MP-F310,Do,14:00,15:30
BMT2-TMB U,Jbk,MP-F232,Do,12:15,13:45
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-KON2 A,Roer,MP-F310,Do,15:45,17:15
BMT2-EL,LHN,1281,Do,8:10,11:25
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-PRP2/01,KLT/[Ben],0709,Fr,8:15,11:30
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30

15
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-MA2/MƒU2,LND,1265,Mi,8:10,11:25
BMT2-KON2 sU,Roer,MP-F310,Do,15:45,17:15
BMT2-KON2 sU,Roer,MP-F310,Do,14:00,15:30
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-EL,LHN,1281,Do,8:10,11:25
BMT2-ELP/01,LHN/[Has],0505,Mo,8:10,11:25
BMT2-GE2,GNZ,0665,Mo,12:10,15:40
BMT2-GEP2/02,GNZ/[Hem],0501,Mo,8:10,11:25
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-PRP2/02,KLT/[Ben],0709,Fr,8:15,11:30
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30

16, 22
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-KON2 A,Roer,MP-F310,Do,17:30,19:00
BMT2-MA2/MƒU2,LND,1265,Mi,8:10,11:25
BMT2-KON2 sU,Roer,MP-F310,Do,14:00,15:30
BMT2-TMB U,Jbk,MP-F232,Do,12:15,13:45
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-KON2 A,Roer,MP-F310,Do,15:45,17:15
BMT2-EL,LHN,1281,Do,8:10,11:25
BMT2-ELP/03,LHN/[Has],0505,Mo,8:10,11:25
BMT2-GE2,GNZ,0665,Mo,12:10,15:40
BMT2-GEP2/01,GNZ/[Hem],0501,Mo,8:10,11:25
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-PRP2/03,KLT/[Ben],0709,Fr,8:15,11:30
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30

17, 23
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-MA2/MƒU2,LND,1265,Mi,8:10,11:25
BMT2-KON2 sU,Roer,MP-F310,Do,15:45,17:15
BMT2-KON2 sU,Roer,MP-F310,Do,14:00,15:30
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-EL,LHN,1281,Do,8:10,11:25
BMT2-ELP/02,LHN/[Has],0505,Mo,8:10,11:25
BMT2-GE2,GNZ,0665,Mo,12:10,15:40
BMT2-GEP2/03,GNZ/[Hem],0501,Mo,8:10,11:25
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-PRP2/01,KLT/[Ben],0709,Fr,8:15,11:30
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30

18
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-KON2 A,Roer,MP-F310,Do,17:30,19:00
BMT2-KON2 sU,Roer,MP-F310,Do,14:00,15:30
BMT2-TMB U,Jbk,MP-F232,Do,12:15,13:45
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-KON2 A,Roer,MP-F310,Do,15:45,17:15
BMT2-EL,LHN,1281,Do,8:10,11:25
BMT2-ELP/01,LHN/[Has],0505,Mo,8:10,11:25
BMT2-GE2,GNZ,0665,Mo,12:10,15:40
BMT2-GEP2/02,GNZ/[Hem],0501,Mo,8:10,11:25
BMT2-PRP2/02,KLT/[Ben],0709,Fr,8:15,11:30
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30

19
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-MA2/MƒU2,LND,1265,Mi,8:10,11:25
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-ELP/03,LHN/[Has],0505,Mo,8:10,11:25
BMT2-GE2,GNZ,0665,Mo,12:10,15:40
BMT2-GEP2/01,GNZ/[Hem],0501,Mo,8:10,11:25
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-PRP2/03,KLT/[Ben],0709,Fr,8:15,11:30
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30

20
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-KON2 A,Roer,MP-F310,Do,17:30,19:00
BMT2-GEP2/03,GNZ,0501,Mo,8:10,11:25
BMT2-MA2/MƒU2,LND,1265,Mi,8:10,11:25
BMT2-KON2 sU,Roer,MP-F310,Do,14:00,15:30
BMT2-TMB U,Jbk,MP-F232,Do,12:15,13:45
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-KON2 A,Roer,MP-F310,Do,15:45,17:15
BMT2-EL,LHN,1281,Do,8:10,11:25
BMT2-ELP/02,LHN/[Has],0505,Mo,8:10,11:25
BMT2-GE2,GNZ,0665,Mo,12:10,15:40
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-PRP2/01,KLT/[Ben],0709,Fr,8:15,11:30
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30

21
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-MA2/MƒU2,LND,1265,Mi,8:10,11:25
BMT2-KON2 sU,Roer,MP-F310,Do,15:45,17:15
BMT2-KON2 sU,Roer,MP-F310,Do,14:00,15:30
BMT2-EL,LHN,1281,Do,8:10,11:25
BMT2-ELP/01,LHN/[Has],0505,Mo,8:10,11:25
BMT2-GE2,GNZ,0665,Mo,12:10,15:40
BMT2-GEP2/02,GNZ/[Hem],0501,Mo,8:10,11:25
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-PRP2/02,KLT/[Ben],0709,Fr,8:15,11:30

24
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-KON2 A,Roer,MP-F310,Do,17:30,19:00
BMT2-MA2/MƒU2,LND,1265,Mi,8:10,11:25
BMT2-KON2 sU,Roer,MP-F310,Do,14:00,15:30
BMT2-TMB U,Jbk,MP-F232,Do,12:15,13:45
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-KON2 A,Roer,MP-F310,Do,15:45,17:15
BMT2-ELP/01,LHN/[Has],0505,Mo,8:10,11:25
BMT2-GEP2/02,GNZ/[Hem],0501,Mo,8:10,11:25
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-PRP2/02,KLT/[Ben],0709,Fr,8:15,11:30
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30

25
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-MA2/MƒU2,LND,1265,Mi,8:10,11:25
BMT2-KON2 sU,Roer,MP-F310,Do,15:45,17:15
BMT2-KON2 sU,Roer,MP-F310,Do,14:00,15:30
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-ELP/03,LHN/[Has],0505,Mo,8:10,11:25
BMT2-GEP2/01,GNZ/[Hem],0501,Mo,8:10,11:25
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-PRP2/03,KLT/[Ben],0709,Fr,8:15,11:30
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30

26
Name,Dozent,Raum,Tag,Anfang,Ende
BMT2-KON2 A,Roer,MP-F310,Do,17:30,19:00
BMT2-MA2/MƒU2,LND,1265,Mi,8:10,11:25
BMT2-KON2 sU,Roer,MP-F310,Do,14:00,15:30
BMT2-TMB U,Jbk,MP-F232,Do,12:15,13:45
BMT2-MA2/MA‹2,LND,1265,Di,12:10,15:40
BMT2-KON2 A,Roer,MP-F310,Do,15:45,17:15
BMT2-ELP/02,LHN/[Has],0505,Mo,8:10,11:25
BMT2-GEP2/03,GNZ/[Hem],0501,Mo,8:10,11:25
BMT2-PR2,KLT,0665,Mi,12:30,15:45
BMT2-TMB U,Jbk,MP-A5.14,Di,8:15,11:30
Stundenplan  SoSe 2013 Vers 1.0.6 vom  14.03.2013
Semestergruppe  B-MT3


11
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-KON 3 sU,BYR,MP-F228,Mi,14:00,15:30
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-FtT L,STK,MP-F106,Fr,10:00,11:30
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-FtT L,[Hnrt],MP-F106,Fr,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10
BMT3-SE,KLT,1265,Di,8:10,11:25
BMT3-SE,KLT,0405,Mi,8:10,11:25

12
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-FtT sU,STK,MP-F102,Mo,14:00,15:30
BMT3-KON 3 L,BYR,MP-F228,Mi,15:45,17:15
BMT3-KON 3 L,BYR,MP-F228,Mi,14:00,15:30
BMT3-FtT L,[Oplk],MP-F106,Fr,10:00,11:30
BMT3-FtT L,[Oplk],MP-F106,Fr,12:15,13:45
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10
BMT3-SE,KLT,0405,Mi,8:10,11:25

13
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-KON 3 sU,BYR,MP-F228,Mi,14:00,15:30
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-DTP/02,FTZ/[Pal],0801,Mi,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

14
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-DTP/01,FTZ/[Pal],0801,Mi,8:10,11:25
BMT3-KON 3 L,BYR,MP-F228,Mi,15:45,17:15
BMT3-KON 3 L,BYR,MP-F228,Mi,14:00,15:30
BMT3-FtT L,[Oplk],MP-F106,Fr,10:00,11:30
BMT3-FtT L,[Oplk],MP-F106,Fr,12:15,13:45
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-SEP/02,KLT/[Chr],0701,Mi,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

15
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-KON 3 sU,BYR,MP-F228,Mi,14:00,15:30
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-MSP1/01,RTM/[Huﬂ],1301a,Mi,8:10,11:25
BMT3-FtT L,STK,MP-F106,Fr,10:00,11:30
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-FtT L,[Hnrt],MP-F106,Fr,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-DTP/02,FTZ/[Pal],0801,Mi,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

16
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-FtT sU,STK,MP-F102,Mo,14:00,15:30
BMT3-KON 3 L,BYR,MP-F228,Mi,15:45,17:15
BMT3-KON 3 L,BYR,MP-F228,Mi,14:00,15:30
BMT3-FtT L,[Oplk],MP-F106,Fr,10:00,11:30
BMT3-FtT L,[Oplk],MP-F106,Fr,12:15,13:45
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-MSP1/02,RTM/[Huﬂ],1301a,Mi,8:10,11:25
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-SEP/01,KLT/[Chr],0701,Mi,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

17
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-KON 3 sU,BYR,MP-F228,Mi,14:00,15:30
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-DTP/01,FTZ/[Pal],0801,Mi,8:10,11:25
BMT3-FtT L,STK,MP-F106,Fr,10:00,11:30
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-FtT L,[Hnrt],MP-F106,Fr,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-SEP/02,KLT/[Chr],0701,Mi,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

18
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-FtT sU,STK,MP-F102,Mo,14:00,15:30
BMT3-FtT L,[Oplk],MP-F106,Fr,10:00,11:30
BMT3-FtT L,[Oplk],MP-F106,Fr,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

19
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-KON 3 sU,BYR,MP-F228,Mi,14:00,15:30
BMT3-MSP1/01,RTM/[Huﬂ],1301a,Mi,8:10,11:25
BMT3-FtT L,STK,MP-F106,Fr,10:00,11:30
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-FtT L,[Hnrt],MP-F106,Fr,12:15,13:45
BMT3-DTP/02,FTZ/[Pal],0801,Mi,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

20
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-DTP/01,FTZ/[Pal],0801,Mi,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,14:00,15:30
BMT3-KON 3 L,BYR,MP-F228,Mi,15:45,17:15
BMT3-KON 3 L,BYR,MP-F228,Mi,14:00,15:30
BMT3-FtT L,[Oplk],MP-F106,Fr,10:00,11:30
BMT3-FtT L,[Oplk],MP-F106,Fr,12:15,13:45
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-SEP/02,KLT/[Chr],0701,Mi,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

21
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-KON 3 sU,BYR,MP-F228,Mi,14:00,15:30
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-FtT L,STK,MP-F106,Fr,10:00,11:30
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-FtT L,[Hnrt],MP-F106,Fr,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-MSP1/02,RTM/[Huﬂ],1301a,Mi,8:10,11:25
BMT3-SEP/01,KLT/[Chr],0701,Mi,8:10,11:25

22
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-MSP1/01,RTM/[Huﬂ],1301a,Mi,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,14:00,15:30
BMT3-KON 3 L,BYR,MP-F228,Mi,15:45,17:15
BMT3-KON 3 L,BYR,MP-F228,Mi,14:00,15:30
BMT3-FtT L,[Oplk],MP-F106,Fr,10:00,11:30
BMT3-FtT L,[Oplk],MP-F106,Fr,12:15,13:45
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-DTP/02,FTZ/[Pal],0801,Mi,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

23
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-KON 3 sU,BYR,MP-F228,Mi,14:00,15:30
BMT3-MS1,RTM,1065,Do,12:10,15:40
BMT3-FtT L,STK,MP-F106,Fr,10:00,11:30
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-FtT L,[Hnrt],MP-F106,Fr,12:15,13:45
BMT3-DT,FTZ,Stiftstr 69 R304a,Do,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-MSP1/02,RTM/[Huﬂ],1301a,Mi,8:10,11:25
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-SEP/01,KLT/[Chr],0701,Mi,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

24
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-DTP/01,FTZ/[Pal],0801,Mi,8:10,11:25
BMT3-FtT sU,STK,MP-F102,Mo,14:00,15:30
BMT3-KON 3 L,BYR,MP-F228,Mi,15:45,17:15
BMT3-KON 3 L,BYR,MP-F228,Mi,14:00,15:30
BMT3-FtT L,[Oplk],MP-F106,Fr,10:00,11:30
BMT3-FtT L,[Oplk],MP-F106,Fr,12:15,13:45
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-SEP/02,KLT/[Chr],0701,Mi,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

25
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-KON 3 sU,BYR,MP-F228,Mi,14:00,15:30
BMT3-MSP1/01,RTM/[Huﬂ],1301a,Mi,8:10,11:25
BMT3-FtT L,STK,MP-F106,Fr,10:00,11:30
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-FtT L,[Hnrt],MP-F106,Fr,12:15,13:45
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10

26
Name,Dozent,Raum,Tag,Anfang,Ende
BMT3-FtT sU,STK,MP-F102,Mo,14:00,15:30
BMT3-KON 3 L,BYR,MP-F228,Mi,15:45,17:15
BMT3-KON 3 L,BYR,MP-F228,Mi,14:00,15:30
BMT3-FtT L,[Oplk],MP-F106,Fr,10:00,11:30
BMT3-FtT L,[Oplk],MP-F106,Fr,12:15,13:45
BMT3-KON 3 sU,BYR,MP-F228,Mi,12:15,13:45
BMT3-FtT sU,STK,MP-F102,Mo,12:15,13:45
BMT3-MSP1/02,RTM/[Huﬂ],1301a,Mi,8:10,11:25
BMT3-SE,KLT,1260,Di,8:10,11:25
BMT3-SEP/01,KLT/[Chr],0701,Mi,8:10,11:25
BMT3-WSK,BLS,MP-A5.14,Di,12:15,17:10
Stundenplan  SoSe 2013 Vers 1.0.6 vom  14.03.2013
Semestergruppe  B-MT4


11
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-TFD sU,Grg ,MP-A5.14,Mo,10:00,11:30
BMT4-AT1,MAA,0265,Di,8:10,11:25
BMT4-MP,LTL,0662,Mo,12:10,15:40
BMT4-Mkon sU,BYR,MP-F227,Do,10:00,11:30
BMT4-MKon P,BYR,MP-F230,Do,8:15,9:45
BMT4-EM,DHL,1486,Mi,8:10,11:25
BMT4-TFD L,Grg ,MP-A5.14,Mo,8:15,9:45
BMT4-MS2,JNM,0665,Do,12:10,15:40

12
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-TFD sU,Grg ,MP-A5.14,Mo,10:00,11:30
BMT4-TFD sU,Grg ,MP-A5.14,Mo,8:15,9:45
BMT4-AT1,MAA,0265,Di,8:10,11:25
BMT4-MP,LTL,0662,Mo,12:10,15:40
BMT4-Mkon sU,BYR,MP-F227,Do,10:00,11:30
BMT4-MKon P,BYR,MP-F230,Do,8:15,9:45
BMT4-EM,DHL,1486,Mi,8:10,11:25
BMT4-MS2,JNM,0665,Do,12:10,15:40
BMT4-MS2 Tutorium,,0861,Mo,15:55,17:25

13, 17
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-TFD sU,Grg ,MP-A5.14,Mo,10:00,11:30
BMT4-AT1,MAA,0265,Di,8:10,11:25
BMT4-MP,LTL,0662,Mo,12:10,15:40
BMT4-Mkon sU,BYR,MP-F227,Do,10:00,11:30
BMT4-MKon P,BYR,MP-F230,Do,8:15,9:45
BMT4-EM,DHL,1486,Mi,8:10,11:25
BMT4-TFD L,Grg ,MP-A5.14,Mo,8:15,9:45
BMT4-MS2,JNM,0665,Do,12:10,15:40
BMT4-MS2 Tutorium,,0861,Mo,15:55,17:25

14
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-AT1,MAA,0265,Di,8:10,11:25
BMT4-Mkon sU,BYR,MP-F227,Do,10:00,11:30
BMT4-MKon P,BYR,MP-F230,Do,8:15,9:45
BMT4-EM,DHL,1486,Mi,8:10,11:25
BMT4-MSP2/02,JNM/[Kup],1301a,Di,12:10,15:40
BMT4-MS2,JNM,0665,Do,12:10,15:40

15
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-TFD sU,Grg ,MP-A5.14,Mo,10:00,11:30
BMT4-AT1,MAA,0265,Di,8:10,11:25
BMT4-ATP1/01,MAA/[Kre],0402,Mi,12:10,15:40
BMT4-MP,LTL,0662,Mo,12:10,15:40
BMT4-MPP/01,LTL/ [Pro],0880,Di,12:10,15:40
BMT4-Mkon sU,BYR,MP-F227,Do,10:00,11:30
BMT4-MKon P,BYR,MP-F230,Do,8:15,9:45
BMT4-EMP/02,DHL/[Hem],0501,Mi,12:10,15:40
BMT4-EM,DHL,1486,Mi,8:10,11:25
BMT4-TFD L,Grg ,MP-A5.14,Mo,8:15,9:45
BMT4-MS2,JNM,0665,Do,12:10,15:40
BMT4-MS2 Tutorium,,0861,Mo,15:55,17:25

16
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-TFD sU,Grg ,MP-A5.14,Mo,10:00,11:30
BMT4-TFD sU,Grg ,MP-A5.14,Mo,8:15,9:45
BMT4-AT1,MAA,0265,Di,8:10,11:25
BMT4-ATP1/02,MAA/[Kre],0402,Mi,12:10,15:40
BMT4-MP,LTL,0662,Mo,12:10,15:40
BMT4-MPP/02,LTL/ [Pro],0880,Di,12:10,15:40
BMT4-Mkon sU,BYR,MP-F227,Do,10:00,11:30
BMT4-MKon P,BYR,MP-F230,Do,8:15,9:45
BMT4-EMP/01,DHL/[Hem],0501,Mi,12:10,15:40
BMT4-EM,DHL,1486,Mi,8:10,11:25
BMT4-MSP2/01,JNM/[Kup],1303b,Di,12:10,15:40
BMT4-MS2,JNM,0665,Do,12:10,15:40
BMT4-MS2 Tutorium,,0861,Mo,15:55,17:25

18
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-TFD sU,Grg ,MP-A5.14,Mo,10:00,11:30
BMT4-TFD sU,Grg ,MP-A5.14,Mo,8:15,9:45
BMT4-AT1,MAA,0265,Di,8:10,11:25
BMT4-MP,LTL,0662,Mo,12:10,15:40
BMT4-MPP/01,LTL/ [Pro],0880,Di,12:10,15:40
BMT4-Mkon sU,BYR,MP-F227,Do,10:00,11:30
BMT4-MKon P,BYR,MP-F230,Do,8:15,9:45
BMT4-MSP2/02,JNM/[Kup],1301a,Di,12:10,15:40
BMT4-MS2,JNM,0665,Do,12:10,15:40
BMT4-MS2 Tutorium,,0861,Mo,15:55,17:25

19
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-TFD sU,Grg ,MP-A5.14,Mo,10:00,11:30
BMT4-AT1,MAA,0265,Di,8:10,11:25
BMT4-ATP1/01,MAA/[Kre],0402,Mi,12:10,15:40
BMT4-MP,LTL,0662,Mo,12:10,15:40
BMT4-MPP/02,LTL/ [Pro],0880,Di,12:10,15:40
BMT4-EMP/02,DHL/[Hem],0501,Mi,12:10,15:40
BMT4-EM,DHL,1486,Mi,8:10,11:25
BMT4-TFD L,Grg ,MP-A5.14,Mo,8:15,9:45
BMT4-MSP2/01,JNM/[Kup],1303b,Di,12:10,15:40
BMT4-MS2 Tutorium,,0861,Mo,15:55,17:25

20
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-TFD sU,Grg ,MP-A5.14,Mo,10:00,11:30
BMT4-TFD sU,Grg ,MP-A5.14,Mo,8:15,9:45
BMT4-AT1,MAA,0265,Di,8:10,11:25
BMT4-MP,LTL,0662,Mo,12:10,15:40
BMT4-Mkon sU,BYR,MP-F227,Do,10:00,11:30
BMT4-MKon P,BYR,MP-F230,Do,8:15,9:45
BMT4-MS2,JNM,0665,Do,12:10,15:40
BMT4-MS2 Tutorium,,0861,Mo,15:55,17:25
BMT4-EM,WDL,1486,Mi,8:10,11:25

21
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-TFD sU,Grg ,MP-A5.14,Mo,10:00,11:30
BMT4-ATP1/02,MAA/[Kre],0402,Mi,12:10,15:40
BMT4-MP,LTL,0662,Mo,12:10,15:40
BMT4-Mkon sU,BYR,MP-F227,Do,10:00,11:30
BMT4-MKon P,BYR,MP-F230,Do,8:15,9:45
BMT4-EMP/01,DHL/[Hem],0501,Mi,12:10,15:40
BMT4-TFD L,Grg ,MP-A5.14,Mo,8:15,9:45
BMT4-MS2,JNM,0665,Do,12:10,15:40
BMT4-MS2 Tutorium,,0861,Mo,15:55,17:25
BMT4-EM,WDL,1486,Mi,8:10,11:25

22
Name,Dozent,Raum,Tag,Anfang,Ende
BMT4-TFD sU,Grg ,MP-A5.14,Mo,10:00,11:30
BMT4-TFD sU,Grg ,MP-A5.14,Mo,8:15,9:45
BMT4-AT1,MAA,0265,Di,8:10,11:25
BMT4-ATP1/01,MAA/[Kre],0402,Mi,12:10,15:40
BMT4-MP,LTL,0662,Mo,12:10,15:40
BMT4-MPP/01,LTL/ [Pro],0880,Di,12:10,15:40
